resolution_id,resolution_type
3426,Question of Fact; Additional Monies Received; Company Position Upheld
3427,Question of Fact; Additional Monies Received; Complainant Retained Attorney
3428,Question of Fact; Additional Monies Received; Complaint Withdrawn
3429,Question of Fact; Additional Monies Received; Contract Language/Legal Issue
3430,Question of Fact; Additional Monies Received; Corrective Action Taken
3431,Question of Fact; Additional Monies Received; Failure to Timely Respond
3432,Question of Fact; Additional Monies Received; Information Furnished
3433,Question of Fact; Additional Monies Received; Insufficient Information
3434,Question of Fact; Additional Monies Received; No Jurisdiction
3435,Question of Fact; Additional Monies Received; Premium Refunded
3436,Question of Fact; Additional Payment Expected
3437,Question of Fact; Additional Payment Expected; Additional Monies Received
3438,Question of Fact; Additional Payment Expected; Appraisal Process Invoked
3439,Question of Fact; Additional Payment Expected; Claim Settled
3440,Question of Fact; Additional Payment Expected; Company Position Upheld
3441,Question of Fact; Additional Payment Expected; Complainant Retained Attorney
3442,Question of Fact; Additional Payment Expected; Complaint Withdrawn
3443,Question of Fact; Additional Payment Expected; Contract Language/Legal Issue
3444,Question of Fact; Additional Payment Expected; Corrective Action Taken
3445,Question of Fact; Additional Payment Expected; Entered Into Arbitration
3446,Question of Fact; Additional Payment Expected; Failure to Timely Respond
3447,Question of Fact; Additional Payment Expected; Information Furnished
3448,Question of Fact; Additional Payment Expected; Insufficient Information
3449,Question of Fact; Additional Payment Expected; No Jurisdiction
3450,Question of Fact; Agent 1st warning
3451,Question of Fact; Agent 1st warning; Failure to Timely Respond
3452,Question of Fact; Agent 1st warning; Information Furnished
3453,Question of Fact; Agent Resp Recvd
3454,Question of Fact; Agent Resp Recvd; Information Furnished
3455,Question of Fact; Apparent Unlicensed Activity
3456,Question of Fact; Appraisal Process Invoked
3457,Question of Fact; Appraisal Process Invoked; Additional Monies Received
3458,Question of Fact; Appraisal Process Invoked; Additional Payment Expected
3459,Question of Fact; Appraisal Process Invoked; Claim Settled
3460,Question of Fact; Appraisal Process Invoked; Contract Language/Legal Issue
3461,Question of Fact; Appraisal Process Invoked; Corrective Action Taken
3462,Question of Fact; Appraisal Process Invoked; Information Furnished
3463,Question of Fact; Cancel/Non-Renewal Upheld
3464,Question of Fact; Cancel/Non-Renewal Upheld; Contract Language/Legal Issue
3465,Question of Fact; Cancel/Non-Renewal Upheld; Information Furnished
3466,Question of Fact; Cancellation Withdrawn
3467,Question of Fact; Claim Not Clean; Contract Language/Legal Issue
3468,Question of Fact; Claim Settled
3469,Question of Fact; Claim Settled; Additional Monies Received
3470,Question of Fact; Claim Settled; Additional Payment Expected
3471,Question of Fact; Claim Settled; Appraisal Process Invoked
3472,Question of Fact; Claim Settled; Company Position Upheld
3473,Question of Fact; Claim Settled; Complainant Retained Attorney
3474,Question of Fact; Claim Settled; Contract Language/Legal Issue
3475,Question of Fact; Claim Settled; Corrective Action Taken
3476,Question of Fact; Claim Settled; Failure to Timely Respond
3477,Question of Fact; Claim Settled; Information Furnished
3478,Question of Fact; Claim Settled; Insufficient Information
3479,Question of Fact; Company Position Upheld
3480,Question of Fact; Company Position Upheld; Additional Monies Received
3481,Question of Fact; Company Position Upheld; Additional Payment Expected
3482,Question of Fact; Company Position Upheld; Appraisal Process Invoked
3483,Question of Fact; Company Position Upheld; Cancel/Non-Renewal Upheld
3484,Question of Fact; Company Position Upheld; Claim Settled
3485,Question of Fact; Company Position Upheld; Complainant Retained Attorney
3486,Question of Fact; Company Position Upheld; Complaint Withdrawn
3487,Question of Fact; Company Position Upheld; Contract Language/Legal Issue
3488,Question of Fact; Company Position Upheld; Corrective Action Taken
3489,Question of Fact; Company Position Upheld; Information Furnished
3490,Question of Fact; Company Position Upheld; Policy Issued/Restored
3491,Question of Fact; Company Position Upheld; Policy Not In Force
3492,Question of Fact; Complainant Retained Attorney
3493,Question of Fact; Complainant Retained Attorney; Additional Monies Received
3494,Question of Fact; Complainant Retained Attorney; Additional Payment Expected
3495,Question of Fact; Complainant Retained Attorney; Claim Settled
3496,Question of Fact; Complainant Retained Attorney; Contract Language/Legal Issue
3497,Question of Fact; Complainant Retained Attorney; Corrective Action Taken
3498,Question of Fact; Complainant Retained Attorney; Information Furnished
3499,Question of Fact; Complaint Withdrawn
3500,Question of Fact; Complaint Withdrawn; Information Furnished
3501,Question of Fact; Consumer Withdraw
3502,Question of Fact; Contract Language/Legal Issue
3503,Question of Fact; Contract Language/Legal Issue; Additional Monies Received
3504,Question of Fact; Contract Language/Legal Issue; Additional Payment Expected
3505,Question of Fact; Contract Language/Legal Issue; Appraisal Process Invoked
3506,Question of Fact; Contract Language/Legal Issue; Cancel/Non-Renewal Upheld
3507,Question of Fact; Contract Language/Legal Issue; Claim Not Clean
3508,Question of Fact; Contract Language/Legal Issue; Claim Settled
3509,Question of Fact; Contract Language/Legal Issue; Company Position Upheld
3510,Question of Fact; Contract Language/Legal Issue; Complainant Retained Attorney
3511,Question of Fact; Contract Language/Legal Issue; Complaint Withdrawn
3512,Question of Fact; Contract Language/Legal Issue; Corrective Action Taken
3513,Question of Fact; Contract Language/Legal Issue; Failure to Timely Respond
3514,Question of Fact; Contract Language/Legal Issue; Information Furnished
3515,Question of Fact; Contract Language/Legal Issue; Insufficient Information
3516,Question of Fact; Contract Language/Legal Issue; No Jurisdiction
3517,Question of Fact; Contract Language/Legal Issue; Policy Issued/Restored
3518,Question of Fact; Contract Language/Legal Issue; Policy Not In Force
3519,Question of Fact; Contract Language/Legal Issue; Premium Refunded
3520,Question of Fact; Contract Language/Legal Issue; Record Only
3521,Question of Fact; Contract Language/Legal Issue; Referred for Disciplinary Actn
3522,Question of Fact; Corrective Action Taken
3523,Question of Fact; Corrective Action Taken; Additional Monies Received
3524,Question of Fact; Corrective Action Taken; Additional Payment Expected
3525,Question of Fact; Corrective Action Taken; Agent Resp Recvd
3526,Question of Fact; Corrective Action Taken; Claim Settled
3527,Question of Fact; Corrective Action Taken; Company Position Upheld
3528,Question of Fact; Corrective Action Taken; Complainant Retained Attorney
3529,Question of Fact; Corrective Action Taken; Contract Language/Legal Issue
3530,Question of Fact; Corrective Action Taken; Failure to Timely Respond
3531,Question of Fact; Corrective Action Taken; Information Furnished
3532,Question of Fact; Corrective Action Taken; Policy Issued/Restored
3533,Question of Fact; Corrective Action Taken; Premium Refunded
3534,Question of Fact; Entered Into Arbitration
3535,Question of Fact; Entered Into Arbitration; Additional Monies Received
3536,Question of Fact; Entered Into Arbitration; Information Furnished
3537,Question of Fact; Failure to Timely Respond
3538,Question of Fact; Failure to Timely Respond; Additional Monies Received
3539,Question of Fact; Failure to Timely Respond; Additional Payment Expected
3540,Question of Fact; Failure to Timely Respond; Agent 1st warning
3541,Question of Fact; Failure to Timely Respond; Agent 2nd warning
3542,Question of Fact; Failure to Timely Respond; Appraisal Process Invoked
3543,Question of Fact; Failure to Timely Respond; Company Position Upheld
3544,Question of Fact; Failure to Timely Respond; Contract Language/Legal Issue
3545,Question of Fact; Failure to Timely Respond; Corrective Action Taken
3546,Question of Fact; Failure to Timely Respond; Information Furnished
3547,Question of Fact; Failure to Timely Respond; Opened/Linked to Case File
3548,Question of Fact; Failure to Timely Respond; Referred for Disciplinary Actn
3549,Question of Fact; FM Warning Ltr
3550,Question of Fact; Information Furnished
3551,Question of Fact; Information Furnished; Additional Monies Received
3552,Question of Fact; Information Furnished; Additional Payment Expected
3553,Question of Fact; Information Furnished; Agent 1st warning
3554,Question of Fact; Information Furnished; Agent Resp Recvd
3555,Question of Fact; Information Furnished; Appraisal Process Invoked
3556,Question of Fact; Information Furnished; Cancel/Non-Renewal Upheld
3557,Question of Fact; Information Furnished; Claim Settled
3558,Question of Fact; Information Furnished; Company Position Upheld
3559,Question of Fact; Information Furnished; Complainant Retained Attorney
3560,Question of Fact; Information Furnished; Complaint Withdrawn
3561,Question of Fact; Information Furnished; Contract Language/Legal Issue
3562,Question of Fact; Information Furnished; Corrective Action Taken
3563,Question of Fact; Information Furnished; Entered Into Arbitration
3564,Question of Fact; Information Furnished; Failure to Timely Respond
3565,Question of Fact; Information Furnished; Insufficient Information
3566,Question of Fact; Information Furnished; No Enforcement Case Opened
3567,Question of Fact; Information Furnished; No Jurisdiction
3568,Question of Fact; Information Furnished; Other
3569,Question of Fact; Information Furnished; Policy Issued/Restored
3570,Question of Fact; Information Furnished; Policy Not In Force
3571,Question of Fact; Information Furnished; Premium Refunded
3572,Question of Fact; Information Furnished; Rate Problem Resolved
3573,Question of Fact; Information Furnished; Record Only
3574,Question of Fact; Information Furnished; Referred for Disciplinary Actn
3575,Question of Fact; Information Furnished; Referred To
3576,Question of Fact; Insufficient Information
3577,Question of Fact; Insufficient Information; Additional Monies Received
3578,Question of Fact; Insufficient Information; Claim Settled
3579,Question of Fact; Insufficient Information; Company Position Upheld
3580,Question of Fact; Insufficient Information; Contract Language/Legal Issue
3581,Question of Fact; Insufficient Information; Failure to Timely Respond
3582,Question of Fact; Insufficient Information; Premium Refunded
3583,Question of Fact; No Jurisdiction
3584,Question of Fact; No Jurisdiction; Company Position Upheld
3585,Question of Fact; No Jurisdiction; Complainant Retained Attorney
3586,Question of Fact; No Jurisdiction; Contract Language/Legal Issue
3587,Question of Fact; No Jurisdiction; Failure to Timely Respond
3588,Question of Fact; No Jurisdiction; Information Furnished
3589,Question of Fact; No Jurisdiction; Insufficient Information
3590,Question of Fact; Non-Renewal Rescinded
3591,Question of Fact; Non-Renewal Rescinded; Contract Language/Legal Issue
3592,Question of Fact; Non-Renewal Rescinded; Information Furnished
3593,Question of Fact; Other
3594,Question of Fact; Other; Information Furnished
3595,Question of Fact; Policy Issued/Restored
3596,Question of Fact; Policy Issued/Restored; Company Position Upheld
3597,Question of Fact; Policy Issued/Restored; Corrective Action Taken
3598,Question of Fact; Policy Issued/Restored; Information Furnished
3599,Question of Fact; Policy Issued/Restored; Premium Refunded
3600,Question of Fact; Policy Not In Force
3601,Question of Fact; Policy Not In Force; Additional Monies Received
3602,Question of Fact; Policy Not In Force; Additional Payment Expected
3603,Question of Fact; Policy Not In Force; Company Position Upheld
3604,Question of Fact; Policy Not In Force; Contract Language/Legal Issue
3605,Question of Fact; Policy Not In Force; Corrective Action Taken
3606,Question of Fact; Policy Not In Force; Information Furnished
3607,Question of Fact; Policy Not In Force; Premium Refunded
3608,Question of Fact; Premium Refunded
3609,Question of Fact; Premium Refunded; Additional Monies Received
3610,Question of Fact; Premium Refunded; Additional Payment Expected
3611,Question of Fact; Premium Refunded; Company Position Upheld
3612,Question of Fact; Premium Refunded; Contract Language/Legal Issue
3613,Question of Fact; Premium Refunded; Corrective Action Taken
3614,Question of Fact; Premium Refunded; Information Furnished
3615,Question of Fact; Premium Refunded; Policy Not In Force
3616,Question of Fact; Premium Refunded; Referred for Disciplinary Actn
3617,Question of Fact; Rate Problem Resolved; Information Furnished
